id,gene
ENSMUSG00000054057,A930004D18Rik
ENSMUSG00000054160,Nkx2-4
ENSMUSG00000054237,Fra10ac1
ENSMUSG00000054277,Arfgap3
ENSMUSG00000054611,Kdm2a
ENSMUSG00000054693,Adam10
ENSMUSG00000054766,Set
ENSMUSG00000054843,Atrnl1
ENSMUSG00000054871,Tmem158
ENSMUSG00000055024,Ep300
ENSMUSG00000055053,Nfic
ENSMUSG00000055078,Gabra5
ENSMUSG00000055204,Ankrd17
ENSMUSG00000055296,Tmem245
ENSMUSG00000055407,Map6
ENSMUSG00000055421,Pcdh9
ENSMUSG00000055485,Soga1
ENSMUSG00000055493,Epm2a
ENSMUSG00000055531,Cpsf6
ENSMUSG00000055567,Unc80
ENSMUSG00000055717,Slain1
ENSMUSG00000055835,Zfp1
ENSMUSG00000055976,Cldn23
ENSMUSG00000055980,Irs1
ENSMUSG00000056091,St3gal5
ENSMUSG00000056201,Cfl1
ENSMUSG00000056234,Ncoa4
ENSMUSG00000056258,Kcnq3
ENSMUSG00000056268,Dennd1b
ENSMUSG00000056427,Slit3
ENSMUSG00000056476,Med12l
ENSMUSG00000056537,Rlim
ENSMUSG00000056553,Ptprn2
ENSMUSG00000056579,Tug1
ENSMUSG00000056820,Tsnax
ENSMUSG00000056851,Pcbp2
ENSMUSG00000056900,Usp13
ENSMUSG00000057130,Txnl4a
ENSMUSG00000057181,5730455P16Rik
ENSMUSG00000057193,Slc44a2
ENSMUSG00000057230,Aak1
ENSMUSG00000057236,Rbbp4
ENSMUSG00000057354,4930430O22Rik
ENSMUSG00000057359,Gm17494
ENSMUSG00000057522,Spop
ENSMUSG00000057672,Pkn1
ENSMUSG00000057738,Sptan1
ENSMUSG00000057777,Mab21l2
ENSMUSG00000057914,Cacnb2
ENSMUSG00000057963,Itpk1
ENSMUSG00000058013,11-Sep
ENSMUSG00000058216,BC021614
ENSMUSG00000058239,Usf2
ENSMUSG00000058248,Kcnh1
ENSMUSG00000058392,Rrp1b
ENSMUSG00000058444,Map2k5
ENSMUSG00000058503,Fam133b
ENSMUSG00000058558,Rpl5
ENSMUSG00000058571,Gpc6
ENSMUSG00000058704,Memo1
ENSMUSG00000058975,Kcnc1
ENSMUSG00000058979,Cecr5
ENSMUSG00000058997,Vwa8
ENSMUSG00000059263,Usp47
ENSMUSG00000059273,Zc3h4
ENSMUSG00000059305,Vpreb1
ENSMUSG00000059495,Arhgef12
ENSMUSG00000059498,Fcgr3
ENSMUSG00000059811,Atl2
ENSMUSG00000059834,Sclt1
ENSMUSG00000059842,Zfp341
ENSMUSG00000059867,Olfr960
ENSMUSG00000059991,Nptx2
ENSMUSG00000059995,Atxn7l3
ENSMUSG00000060087,Gm10074
ENSMUSG00000060126,Tpt1
ENSMUSG00000060176,Kif27
ENSMUSG00000060261,Gtf2i
ENSMUSG00000060402,Chst8
ENSMUSG00000060411,Npn2
ENSMUSG00000060487,Samd5
ENSMUSG00000060743,H3f3a
ENSMUSG00000060935,AI597468
ENSMUSG00000060938,Rpl26
ENSMUSG00000061410,Zcchc14
ENSMUSG00000061411,8430427H17Rik
ENSMUSG00000061477,Rps7
ENSMUSG00000061517,Sox21
ENSMUSG00000061589,Dot1l
ENSMUSG00000061601,Pclo
ENSMUSG00000061603,Akap6
ENSMUSG00000061613,U2af1
ENSMUSG00000061731,Ext1
ENSMUSG00000061751,Kalrn
ENSMUSG00000061759,1700052N19Rik
ENSMUSG00000061859,Inadl
ENSMUSG00000061887,Ssbp3
ENSMUSG00000062115,Rai1
ENSMUSG00000062202,Btbd9
ENSMUSG00000062234,Gak
ENSMUSG00000062627,Mysm1
ENSMUSG00000062762,Ei24
ENSMUSG00000062825,Actg1
ENSMUSG00000062901,Klhl24
ENSMUSG00000063077,Kif1b
ENSMUSG00000063234,Gpr84
ENSMUSG00000063273,Naa15
ENSMUSG00000063296,Tmem117
ENSMUSG00000063317,Usp31
ENSMUSG00000063410,Stk24
ENSMUSG00000063450,Syne2
ENSMUSG00000063605,Ccdc102a
ENSMUSG00000063681,Crb1
ENSMUSG00000063714,1700011J10Rik
ENSMUSG00000063804,Lin28b
ENSMUSG00000063821,Dupd1
ENSMUSG00000064043,Trerf1
ENSMUSG00000064068,Mtx1
ENSMUSG00000064181,Rab3ip
ENSMUSG00000064210,Ano6
ENSMUSG00000064413,Gm22245
ENSMUSG00000064422,Gm22502
ENSMUSG00000064508,n-R5s96
ENSMUSG00000064613,Gm24621
ENSMUSG00000065291,Gm26125
ENSMUSG00000065481,Mir346
ENSMUSG00000065616,Mir375
ENSMUSG00000065806,n-R5s69
ENSMUSG00000065870,Rnu3a
ENSMUSG00000065954,Tacc1
ENSMUSG00000065979,Cpped1
ENSMUSG00000066043,Phactr4
ENSMUSG00000066060,Gm12866
ENSMUSG00000066170,E230001N04Rik
ENSMUSG00000066278,Vps37b
ENSMUSG00000066378,Gm10160
ENSMUSG00000066842,Hmcn1
ENSMUSG00000066938,Gm10190
ENSMUSG00000067370,B3galt4
ENSMUSG00000067995,Gtf2f2
ENSMUSG00000068036,Mllt4
ENSMUSG00000068040,Tm9sf4
ENSMUSG00000068154,Insm1
ENSMUSG00000068240,Gm11808
ENSMUSG00000068290,Ddrgk1
ENSMUSG00000068391,Chrac1
ENSMUSG00000068428,Gmnc
ENSMUSG00000068551,Zfp467
ENSMUSG00000068859,Sp9
ENSMUSG00000068921,Dap3
ENSMUSG00000069020,Urm1
ENSMUSG00000069094,Pde7a
ENSMUSG00000069136,A130006I12Rik
ENSMUSG00000069237,C78339
ENSMUSG00000069378,Prdm6
ENSMUSG00000070315,4930581F22Rik
ENSMUSG00000070420,Zscan25
ENSMUSG00000070576,Mn1
ENSMUSG00000070632,Btbd8
ENSMUSG00000070644,Etnk2
ENSMUSG00000070697,Utp3
ENSMUSG00000070720,Tmem200b
ENSMUSG00000070995,Gm6313
ENSMUSG00000071054,Safb
ENSMUSG00000071226,Cecr2
ENSMUSG00000071256,Zfp213
ENSMUSG00000071317,Bves
ENSMUSG00000071632,2510002D24Rik
ENSMUSG00000071659,Hnrnpul2
ENSMUSG00000071757,Zhx2
ENSMUSG00000072501,Phf20l1
ENSMUSG00000072623,Zfp9
ENSMUSG00000072754,Lrcol1
ENSMUSG00000072875,Gpr27
ENSMUSG00000073405,C920025E04Rik
ENSMUSG00000073423,Zfp414
ENSMUSG00000073434,Wdr90
ENSMUSG00000073478,D730003I15Rik
ENSMUSG00000073627,C130036L24Rik
ENSMUSG00000073664,Nbeal1
ENSMUSG00000073676,Hspe1
ENSMUSG00000073705,Apitd1
ENSMUSG00000073982,Rhog
ENSMUSG00000074064,Mlycd
ENSMUSG00000074141,Il4i1
ENSMUSG00000074171,Gm6658
ENSMUSG00000074199,Krtdap
ENSMUSG00000074228,Gm10645
ENSMUSG00000074238,Ap1ar
ENSMUSG00000074256,Gm10655
ENSMUSG00000074388,Gm5544
ENSMUSG00000074412,Gm10689
ENSMUSG00000074414,Gm10691
ENSMUSG00000074517,Gm10710
ENSMUSG00000074579,Lekr1
ENSMUSG00000074682,Zcchc3
ENSMUSG00000074746,Pdzd8
ENSMUSG00000074766,Ism1
ENSMUSG00000074780,Anapc15-ps
ENSMUSG00000074785,Plxnc1
ENSMUSG00000074807,Gm10762
ENSMUSG00000074909,Ranbp6
ENSMUSG00000074918,5430417L22Rik
ENSMUSG00000074922,Fam122a
ENSMUSG00000074994,Qser1
ENSMUSG00000075012,Fjx1
ENSMUSG00000075020,E530001K10Rik
ENSMUSG00000075162,Gm10812
ENSMUSG00000075227,Znhit2
ENSMUSG00000075302,Erich2
ENSMUSG00000075324,Fign
ENSMUSG00000075327,Zbtb2
ENSMUSG00000075334,Rprm
ENSMUSG00000075415,Fnbp1
ENSMUSG00000075463,4930594M22Rik
ENSMUSG00000075465,Gm10837
ENSMUSG00000075585,6330403L08Rik
ENSMUSG00000075704,Txnrd2
ENSMUSG00000076304,Gm23062
ENSMUSG00000076431,Sox4
ENSMUSG00000076439,Mog
ENSMUSG00000076454,Mir762
ENSMUSG00000076873,Trdv5
ENSMUSG00000077143,Gm22936
ENSMUSG00000077323,Rnu11
ENSMUSG00000077401,n-R5s82
ENSMUSG00000077711,AF357399
ENSMUSG00000078129,Actl10
ENSMUSG00000078429,Ctdsp2
ENSMUSG00000078554,Fam229a
ENSMUSG00000078570,1110065P20Rik
ENSMUSG00000078578,Ube2d3
ENSMUSG00000078607,1810010H24Rik
ENSMUSG00000078652,Psme3
ENSMUSG00000078655,Gm10972
ENSMUSG00000078931,Pdf
ENSMUSG00000078945,Naip2
ENSMUSG00000079001,4930404H24Rik
ENSMUSG00000079184,Mphosph8
ENSMUSG00000079295,Klrb1-ps1
ENSMUSG00000079330,Lemd1
ENSMUSG00000079437,Tmem179b
ENSMUSG00000079444,Gm21981
ENSMUSG00000079469,Pigb
ENSMUSG00000079501,Gm5138
ENSMUSG00000079605,Zbtb9
ENSMUSG00000079620,Muc4
ENSMUSG00000079659,Tmem243
ENSMUSG00000080058,Gm11175
ENSMUSG00000080180,Gm17235
ENSMUSG00000080447,Gm25849
ENSMUSG00000080542,Gm22710
ENSMUSG00000080932,Gm10224
ENSMUSG00000081056,Gm13998
ENSMUSG00000081139,Gm13333
ENSMUSG00000081242,Gm15719
ENSMUSG00000081392,Gm11668
ENSMUSG00000081534,Slc48a1
ENSMUSG00000081559,Gm12411
ENSMUSG00000081734,Gm12740
ENSMUSG00000081838,Gm13038
ENSMUSG00000081916,Gm12899
ENSMUSG00000081934,Gm12193
ENSMUSG00000081979,Gm8078
ENSMUSG00000081992,Gm13408
ENSMUSG00000082309,Gm12123
ENSMUSG00000082532,Rpl31-ps6
ENSMUSG00000082637,Gm11248
ENSMUSG00000082780,Rps11-ps5
ENSMUSG00000082864,Gm13358
ENSMUSG00000082980,Olfr1274-ps
ENSMUSG00000083143,Gm13424
ENSMUSG00000083388,Gm11550
ENSMUSG00000084077,Gm11952
ENSMUSG00000084493,Gm22106
ENSMUSG00000084496,Gm22514
ENSMUSG00000084651,Mir1904
ENSMUSG00000084729,Gm24139
ENSMUSG00000084789,Gm12974
ENSMUSG00000084799,Gm11602
ENSMUSG00000084833,Gm12649
ENSMUSG00000084968,Gm12743
ENSMUSG00000084987,Gm13134
ENSMUSG00000084998,Gm16279
ENSMUSG00000085015,Gm14424
ENSMUSG00000085025,Gm13715
ENSMUSG00000085044,1700109G15Rik
ENSMUSG00000085130,Gm11417
ENSMUSG00000085151,1110018N20Rik
ENSMUSG00000085174,Gm16206
ENSMUSG00000085177,Gm11209
ENSMUSG00000085196,Gm14963
ENSMUSG00000085207,Gm11767
ENSMUSG00000085319,Gm13330
ENSMUSG00000085322,Gm14261
ENSMUSG00000085327,Gm16104
ENSMUSG00000085389,1700003M07Rik
ENSMUSG00000085436,Gm11458
ENSMUSG00000085482,A230083N12Rik
ENSMUSG00000085501,Gm11772
ENSMUSG00000085514,9530048J24Rik
ENSMUSG00000085559,Gm11959
ENSMUSG00000085601,Gm4969
ENSMUSG00000085654,Gm12536
ENSMUSG00000085655,Gm15952
ENSMUSG00000085658,Gm15704
ENSMUSG00000085691,Gm14216
ENSMUSG00000085704,4921531C22Rik
ENSMUSG00000085720,Gm7854
ENSMUSG00000085733,Gm11641
ENSMUSG00000085888,Gm12224
ENSMUSG00000085912,Trp53cor1
ENSMUSG00000085921,Gm13752
ENSMUSG00000085965,2310016D23Rik
ENSMUSG00000086064,4930439A04Rik
ENSMUSG00000086141,9030622O22Rik
ENSMUSG00000086191,1110035M17Rik
ENSMUSG00000086266,Igf2as
ENSMUSG00000086340,1810059C17Rik
ENSMUSG00000086359,9630013K17Rik
ENSMUSG00000086365,4930593C16Rik
ENSMUSG00000086391,1700042O10Rik
ENSMUSG00000086429,Gt(ROSA)26Sor
ENSMUSG00000086446,4933426D04Rik
ENSMUSG00000086638,4930405A21Rik
ENSMUSG00000086841,2410006H16Rik
ENSMUSG00000086900,Gm16040
ENSMUSG00000086940,Gm12746
ENSMUSG00000087013,2610027K06Rik
ENSMUSG00000087032,Gm13874
ENSMUSG00000087063,Gm15857
ENSMUSG00000087085,Gm12068
ENSMUSG00000087095,Emx2os
ENSMUSG00000087177,E130307A14Rik
ENSMUSG00000087179,Gm14230
ENSMUSG00000087182,Gm13334
ENSMUSG00000087211,1500016L03Rik
ENSMUSG00000087221,BC037032
ENSMUSG00000087222,E030042O20Rik
ENSMUSG00000087283,Gm13580
ENSMUSG00000087332,Gm12690
ENSMUSG00000087336,Gm15860
ENSMUSG00000087367,Gm15491
ENSMUSG00000087594,BC039771
ENSMUSG00000087600,Gm14454
ENSMUSG00000087617,Gm14268
ENSMUSG00000087658,Gm15051
ENSMUSG00000087659,Gm12606
ENSMUSG00000087668,Gm11186
ENSMUSG00000087679,C330006A16Rik
ENSMUSG00000087695,Gm16291
ENSMUSG00000087754,Gm23470
ENSMUSG00000087756,Gm23469
ENSMUSG00000087830,Gm22820
ENSMUSG00000087916,Gm24912
ENSMUSG00000087921,Gm23228
ENSMUSG00000088209,Gm23752
ENSMUSG00000088210,Gm22084
ENSMUSG00000088639,Mir1955
ENSMUSG00000088816,Gm22387
ENSMUSG00000088818,Gm22389
ENSMUSG00000089083,Rnu7
ENSMUSG00000089268,Mir1961
ENSMUSG00000089280,Gm26025
ENSMUSG00000089432,Mir1966
ENSMUSG00000089618,Gm23776
ENSMUSG00000089635,Gm16559
ENSMUSG00000089663,Gm15651
ENSMUSG00000089666,Gm16269
ENSMUSG00000089698,Gm2541
ENSMUSG00000089704,Galnt2
ENSMUSG00000089726,Mir17hg
ENSMUSG00000089804,Gm16136
ENSMUSG00000089809,A930011G23Rik
ENSMUSG00000089827,1700023H06Rik
ENSMUSG00000089874,9230117E06Rik
ENSMUSG00000089917,Uckl1
ENSMUSG00000090028,Gm17018
ENSMUSG00000090083,Rnf8
ENSMUSG00000090086,AI480526
ENSMUSG00000090150,Acad11
ENSMUSG00000090213,Tmem189
ENSMUSG00000090291,Lrrc10b
ENSMUSG00000090553,Snrpe
ENSMUSG00000090861,4930570N19Rik
ENSMUSG00000090958,Lrrc32
ENSMUSG00000091050,9330020H09Rik
ENSMUSG00000091272,Gm17641
ENSMUSG00000091306,Gm17606
ENSMUSG00000091648,C2cd4d
ENSMUSG00000091896,Ube2d2a
ENSMUSG00000090213,Tmem189
ENSMUSG00000090291,Lrrc10b
ENSMUSG00000090553,Snrpe
ENSMUSG00000090861,4930570N19Rik
ENSMUSG00000090958,Lrrc32
ENSMUSG00000091050,9330020H09Rik
ENSMUSG00000091272,Gm17641
ENSMUSG00000091306,Gm17606
ENSMUSG00000091648,C2cd4d
ENSMUSG00000091896,Ube2d2a
